V,theta,strategy,model,anchor,flag,p_min,dvec_norm,dvec_cos
3,0,rand8_bonf,honest,0.4603389830508475,False,0.7572,,
3,0,rand8_bonf,honest,0.4623728813559322,False,0.7974,,
3,0,rand8_bonf,honest,0.4644067796610169,False,0.5134,,
3,0,rand8_bonf,honest,0.4664406779661017,False,0.5542,,
3,0,rand8_bonf,honest,0.4684745762711864,False,0.4106,,
3,0,rand8_bonf,honest,0.4705084745762712,False,0.6204,,
3,0,rand8_bonf,honest,0.4725423728813559,False,0.7342,,
3,0,rand8_bonf,honest,0.4745762711864407,False,0.3554,,
3,0,rand8_bonf,honest,0.4766101694915254,False,0.7404,,
3,0,rand8_bonf,honest,0.4786440677966102,False,0.7478,,
3,0,rand8_bonf,honest,0.4806779661016949,False,0.4684,,
3,0,rand8_bonf,honest,0.4827118644067797,False,0.7894,,
