anchor,d_hat,r,s5_audit_frac_real,s5_lime_frac_real,s3_rho,straddles,s1b_forced_gap,n_response_values,s1_delta,s1_sd,s1_ratio,target,s4_detector_leakage,detector_acc,continuous_response
1244,6,5.914346312346629,0.0,0.0,0.9825,False,1.0,2,,,,cc,0.0,,False
1902,6,5.986966715070679,0.0,0.0,0.98,False,0.0,2,,,,cc,0.0,,False
262,6,4.791961632735482,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
1564,6,5.805173735663579,0.0,0.0,0.975,False,0.0,2,,,,cc,0.0,,False
377,6,10.210535870251949,0.0,0.0,0.9825,False,0.0,2,,,,cc,0.0,,False
1570,6,7.52985390218738,0.0,0.0,0.98,False,0.0,2,,,,cc,0.0,,False
768,6,7.328019468580107,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
1731,6,6.696769625971079,0.0,0.0,0.985,False,1.0,2,,,,cc,0.0,,False
1743,6,5.530198902532613,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
275,6,10.14465430149419,0.0,0.0,0.93,False,0.0,2,,,,cc,0.0,,False
1237,6,4.963381534851155,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
1175,6,5.5612721366459095,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1556,6,4.918718957508153,0.0,0.0,0.995,False,1.0,2,,,,cc,0.0,,False
1700,6,9.059786119108757,0.0,0.0,0.99,False,0.0,1,,,,cc,0.0,,False
1279,6,10.00350778481622,0.0,0.0,0.985,False,1.0,2,,,,cc,0.0,,False
498,6,6.7226393063884125,0.0,0.0,0.9775,False,1.0,2,,,,cc,0.0,,False
575,6,5.985108383546356,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
924,6,4.6909289726498935,0.0,0.0,0.9975,False,1.0,2,,,,cc,0.0,,False
949,6,5.858940666375683,0.0,0.0,0.9925,False,1.0,2,,,,cc,0.0,,False
409,6,7.469897168831643,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1706,6,5.984608907970129,0.0,0.0,0.9725,False,1.0,2,,,,cc,0.0,,False
1408,6,7.7563846319202545,0.0,0.0,0.985,False,1.0,2,,,,cc,0.0,,False
238,6,4.757481834597531,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
1768,6,5.637253001386583,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
611,6,10.075333652813287,0.0,0.0,0.95,False,0.0,2,,,,cc,0.0,,False
775,6,6.080108890907654,0.0,0.0,0.975,False,0.0,2,,,,cc,0.0,,False
506,6,5.184103135027213,0.0,0.0,0.9975,False,1.0,2,,,,cc,0.0,,False
1328,6,5.190979315014282,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
790,6,5.36485403543551,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1498,6,6.672945364145516,0.0025,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
1341,6,6.499480647502974,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
1167,6,7.649641313409802,0.0,0.0,0.995,False,0.0,1,,,,cc,0.0,,False
865,6,6.702485305484618,0.0,0.0,1.0,False,1.0,2,,,,cc,0.0,,False
1712,6,6.03701924643629,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
687,6,5.026295769573791,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
695,6,6.813942291864858,0.0,0.0,0.9625,False,0.0,2,,,,cc,0.0,,False
1169,6,5.030356856335853,0.0,0.0,0.9925,False,1.0,2,,,,cc,0.0,,False
1092,6,7.286660372695479,0.0,0.0,0.9825,False,1.0,2,,,,cc,0.0,,False
1540,6,5.4980257685807405,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1146,6,5.809418448576809,0.0,0.0,0.99,False,1.0,2,,,,cc,0.0,,False
321,6,5.551597497145094,0.0,0.0,1.0,False,1.0,2,,,,cc,0.0,,False
150,6,5.753604351932546,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
