n_scales,p_min,flag,delta_med,delta_cv,pi_hat,z_hat,delta_at_pmin,pi_true_max,detectable,abstain,model,tau_obs,anchor,dist
3,0.0002,True,0.2852651640352401,0.0660391439562237,0.704,0,0.2852651640352401,0.4529999999999999,True,False,gated,0.005,0.534142259414226,0.0341422594142259
3,0.0002,True,0.2847659503475355,0.0674847515521278,0.728,0,0.2847659503475355,0.474,True,False,gated,0.005,0.5381589958158997,0.0381589958158996
3,0.0002,True,0.2680264424063577,0.0589176316780963,0.6695000000000002,0,0.2838179256201049,0.418,True,False,gated,0.005,0.5421757322175733,0.0421757322175733
3,0.0002,True,0.267317941506859,0.0618869822469864,0.6680000000000138,0,0.2838614422072568,0.405,True,False,gated,0.005,0.5461924686192469,0.0461924686192468
3,0.0002,True,0.2673664630516904,0.0599409113784784,0.7079999992198971,0,0.283392652519109,0.386,True,False,gated,0.005,0.5502092050209205,0.0502092050209205
3,0.0002,True,0.2667821978949611,0.0640008184507064,0.7035,0,0.283856476908381,0.396,True,False,gated,0.005,0.5542259414225942,0.0542259414225941
3,0.0002,True,0.2511167798032823,0.703287726294975,0.5929999999997994,0,0.2823745383947602,0.377,True,False,gated,0.005,0.5582426778242678,0.0582426778242678
3,0.0002,True,0.2670528461203365,0.0556297399445487,0.738,0,0.281908926501518,0.356,True,False,gated,0.005,0.5622594142259415,0.0622594142259415
3,0.0002,True,0.25142700580983,0.709845471056177,0.6,0,0.2822956741248292,0.361,True,False,gated,0.005,0.5662761506276152,0.0662761506276151
3,0.0002,True,0.2496949422910893,0.6874729003128891,0.642,0,0.2817106831462966,0.3249999999999999,True,False,gated,0.005,0.5702928870292887,0.0702928870292887
3,0.0002,True,0.2497500565748237,0.6883432626349409,0.643,0,0.2827270255871858,0.346,True,False,gated,0.005,0.5743096234309624,0.0743096234309623
3,0.0002,True,0.2667148082759049,0.0556393209215476,0.774,0,0.2815546390881527,0.3409999999999999,True,False,gated,0.005,0.578326359832636,0.078326359832636
3,0.0002,True,0.251694249877425,0.6975033547139164,0.664,0,0.2825237217744463,0.3319999999999999,True,False,gated,0.005,0.5823430962343097,0.0823430962343096
3,0.0002,True,0.251609071779472,0.7082699205216084,0.678,0,0.281966578781314,0.306,True,False,gated,0.005,0.5863598326359833,0.0863598326359833
3,0.0002,True,0.2509423739550562,0.7032775628977604,0.6560000000001014,0,0.2818693499220812,0.3319999999999999,True,False,gated,0.005,0.590376569037657,0.090376569037657
3,0.0002,True,0.2496395549441424,0.7056852183821193,0.6530000062166642,0,0.2806350679038518,0.3309999999999999,True,False,gated,0.005,0.5943933054393306,0.0943933054393305
3,0.0002,True,0.2504888614655402,0.6844424296758759,0.6938984674161728,0,0.2797377102431062,0.3149999999999999,True,False,gated,0.005,0.5984100418410042,0.0984100418410042
3,0.0002,True,0.2501341039559873,0.7015759962968594,0.7090000000000002,0,0.2501341039559873,0.303,True,False,gated,0.005,0.6024267782426779,0.1024267782426778
3,0.0002,True,0.2511272460899281,0.7037269841751689,0.701000000000011,0,0.2511272460899281,0.277,True,False,gated,0.005,0.6064435146443515,0.1064435146443515
3,0.0002,True,0.2500158935717061,0.6899591725838615,0.716,0,0.2500158935717061,0.289,True,False,gated,0.005,0.6104602510460252,0.1104602510460251
3,0.0002,True,0.2497322877250343,0.7003852273566322,0.73,0,0.2497322877250343,0.265,True,False,gated,0.005,0.6144769874476989,0.1144769874476988
