theta_deg,dt_ratio,rep,N,axis_true,thr_perm,null_max_med,obs_max_med,fire_perm,fire_boot,ucb_med,correct_axis,t_hat_med,t_err_med,ci_coverage,ci_width_med,n_pool,fire_equiv_5,fire_equiv_10,fire_equiv_15
0.0,5.0,4,50,19,0.9608588119622588,0.4692514949969121,0.9999733071403014,1.0,1.0,1.2805640124317352,1.0,4.987027525757646,0.0172413522716268,0.9,0.079563750215625,220,1.0,1.0,1.0
0.0,5.0,4,100,19,0.9677285620373364,0.4697552977410706,0.999987730256418,1.0,1.0,0.9360598102669028,1.0,4.98921384277661,0.0127489805998166,0.9333333333333332,0.0566741531218881,220,1.0,1.0,1.0
0.0,5.0,4,200,19,0.8009784011764447,0.4672958772566657,0.9999871837551289,1.0,1.0,0.7469064951139326,1.0,4.986941207253224,0.0130587927467757,0.9666666666666668,0.0396819413582885,220,1.0,1.0,1.0
10.0,1.0,0,25,10,0.9832168870738268,0.5849766057392813,0.8802748183052083,0.08,0.3166666666666666,72.94288894447075,0.835,,,,,220,0.0,0.0,0.0
10.0,1.0,0,50,10,0.9808364894815108,0.5633094302224226,0.9318400124366008,0.135,0.35,72.64004170455104,0.81,,,,,220,0.0,0.0,0.0
10.0,1.0,0,100,10,0.9583714215763504,0.5551019794623868,0.9598426955156704,0.52,0.2833333333333333,73.90585341060567,0.94,,,,,220,0.0,0.0,0.0
10.0,1.0,0,200,10,0.7956490895985457,0.5406927749120802,0.979299024807052,1.0,0.6166666666666667,56.29959720636694,1.0,,,,,220,0.0,0.0,0.0
10.0,1.0,1,25,17,0.9834800783620922,0.8364434948542834,0.8524287155385246,0.03,0.4333333333333333,66.71429043466202,0.87,,,,,220,0.0,0.0,0.0
10.0,1.0,1,50,17,0.9798732605179642,0.8028088618195339,0.9052600334506982,0.09,0.35,71.97880960533794,0.895,,,,,220,0.0,0.0,0.0
10.0,1.0,1,100,17,0.9824637037653065,0.845618352175659,0.9301314623911872,0.08,0.45,62.61502208416327,0.98,,,,,220,0.0,0.0,0.0
10.0,1.0,1,200,17,0.98338589536219,0.8832636633559374,0.9480434820567644,0.01,0.8,52.57666972452827,1.0,,,,,220,0.0,0.0,0.0
10.0,1.0,2,25,17,0.972148882496084,0.4954467751993234,0.9032869824797564,0.225,0.4,71.58231485802257,0.905,,,,,220,0.0,0.0,0.0
10.0,1.0,2,50,17,0.9324037065410712,0.4920677471406752,0.877544316521945,0.335,0.6,59.71885745951954,0.96,,,,,220,0.0,0.0,0.0
10.0,1.0,2,100,17,0.9566553861985594,0.4925596029133845,0.9032907966930072,0.215,0.8833333333333333,47.94878915086302,1.0,,,,,220,0.0,0.0,0.0
10.0,1.0,2,200,17,0.6789434557792016,0.4920146601194481,0.9089022510348528,1.0,1.0,41.37083127781041,1.0,,,,,220,0.0,0.0,0.0
10.0,1.0,3,25,14,0.9826106232054648,0.7369621453052073,0.8137144972790125,0.06,0.25,74.09786192779174,0.75,,,,,220,0.0,0.0,0.0
