sigma,dip_p,delta_hat,pi_cross,d_hat,pi_true,w_min,model,tau_obs,anchor,d_true,side
0.0632455532033676,0.0,0.211628528673887,0.5315908021777481,-0.005013433024330667,0.422,0.46844462028960393,gp_A.10_l.05_bad,0.02,0.4876923076923077,0.012307692307692308,-1
0.2,4.126955477357086e-07,0.24640315460733708,0.48305475020719874,0.008497644485515567,0.451,0.48307836052122227,gp_A.10_l.05_bad,0.02,0.4876923076923077,0.012307692307692308,-1
0.02,0.9907919332308278,0.07540813565212742,0.6379224280518142,-0.007058220535479507,0.28200000000000003,0.36218633234926323,gp_A.10_l.05_bad,0.02,0.5123076923076924,0.012307692307692308,1
0.0632455532033676,9.136275998411492e-06,0.219847911999315,0.3586036098936294,0.022907146620154622,0.40800000000000003,0.3586434395304615,gp_A.10_l.05_bad,0.02,0.5123076923076924,0.012307692307692308,1
0.2,0.0,0.24441525030126793,0.4529338138459338,0.023650491179521685,0.483,0.4529612982699651,gp_A.10_l.05_bad,0.02,0.5123076923076924,0.012307692307692308,1
0.02,0.825357119255161,0.09709410970877816,0.4209837804182418,0.00398754741020632,0.216,0.4213130326368932,gp_A.10_l.05_bad,0.02,0.48525641025641025,0.014743589743589743,-1
0.0632455532033676,0.0,0.21319595160145047,0.505073546817563,-0.0008043467463490143,0.412,0.49489621412974244,gp_A.10_l.05_bad,0.02,0.48525641025641025,0.014743589743589743,-1
0.2,0.0,0.2387752767919179,0.5354362251093069,-0.0177885144644384,0.472,0.4645339986188931,gp_A.10_l.05_bad,0.02,0.48525641025641025,0.014743589743589743,-1
0.02,0.924933393117535,0.06862713117927982,0.32518978984113084,0.009064698681532112,0.21999999999999997,0.3253011507520624,gp_A.10_l.05_bad,0.02,0.5147435897435897,0.014743589743589743,1
0.0632455532033676,0.000374668043961246,0.21676072771185528,0.3390368176131839,0.026252802691854135,0.399,0.3390796410773508,gp_A.10_l.05_bad,0.02,0.5147435897435897,0.014743589743589743,1
0.2,0.0,0.2473518707351297,0.508060126273171,-0.00404102302155172,0.474,0.49191096969866716,gp_A.10_l.05_bad,0.02,0.5147435897435897,0.014743589743589743,1
0.02,0.9849120113475495,0.09275393545201475,0.27568640982352977,0.011914084966126759,0.197,0.2757975801148102,gp_A.10_l.05_bad,0.02,0.4828205128205128,0.01717948717948718,-1
0.0632455532033676,0.0,0.21081991860564595,0.5135413941838093,-0.0021471714841083227,0.394,0.4864975297858782,gp_A.10_l.05_bad,0.02,0.4828205128205128,0.01717948717948718,-1
0.2,0.0,0.2458405862286037,0.5192042614716399,-0.00963131025224781,0.447,0.48082267289348635,gp_A.10_l.05_bad,0.02,0.4828205128205128,0.01717948717948718,-1
0.02,0.7300059838513546,0.07507566250995036,0.406776256658069,0.004716911202484487,0.19999999999999996,0.4066905129781773,gp_A.10_l.05_bad,0.02,0.5171794871794871,0.01717948717948718,1
0.0632455532033676,0.0062677688136991705,0.21221969193961135,0.3497937491447181,0.02440502712976766,0.41400000000000003,0.34984035295487215,gp_A.10_l.05_bad,0.02,0.5171794871794871,0.01717948717948718,1
0.2,0.0,0.23973617888118282,0.47406345229523345,0.0130118301201987,0.498,0.4740965577760633,gp_A.10_l.05_bad,0.02,0.5171794871794871,0.01717948717948718,1
0.02,0.9947700537710227,0.09131233758981033,0.2973994117575437,0.010637897024961644,0.18,0.2981065878706956,gp_A.10_l.05_bad,0.02,0.4803846153846154,0.019615384615384618,-1
0.0632455532033676,0.0,0.1906304934702384,0.4453853852707734,0.008685446844330624,0.389,0.44533355417147646,gp_A.10_l.05_bad,0.02,0.4803846153846154,0.019615384615384618,-1
0.2,0.0,0.23910665477372225,0.48195154336249413,0.009051243074810965,0.441,0.481930356813227,gp_A.10_l.05_bad,0.02,0.4803846153846154,0.019615384615384618,-1
0.02,0.9928542229100205,0.06797490740825665,0.4750391414426261,0.0012521694422478614,0.16000000000000003,0.4749100920836321,gp_A.10_l.05_bad,0.02,0.5196153846153846,0.019615384615384618,1
0.0632455532033676,1.8956089529509335e-05,0.21935063562859633,0.34129872402117006,0.025862451173500174,0.381,0.34133172411432516,gp_A.10_l.05_bad,0.02,0.5196153846153846,0.019615384615384618,1
0.2,0.0,0.23974201333114248,0.4915012098415441,0.004260983863458774,0.44899999999999995,0.4915278139072795,gp_A.10_l.05_bad,0.02,0.5196153846153846,0.019615384615384618,1
0.02,0.9388153908990192,0.10485530501593966,0.3437765067705866,0.008043560498832363,0.143,0.3437418596653543,gp_A.10_l.05_bad,0.02,0.47794871794871796,0.022051282051282053,-1
0.0632455532033676,0.0,0.1896801988730524,0.4610997493917405,0.00617678216103944,0.386,0.46114886924286913,gp_A.10_l.05_bad,0.02,0.47794871794871796,0.022051282051282053,-1
0.2,1.67783822241363e-05,0.2442368192298296,0.4590600640716464,0.020560397420438047,0.448,0.4590809807039594,gp_A.10_l.05_bad,0.02,0.47794871794871796,0.022051282051282053,-1
0.02,0.9936682747327182,0.06449836829415001,0.39442985955865467,0.0053558324617210265,0.133,0.39456217885559886,gp_A.10_l.05_bad,0.02,0.522051282051282,0.022051282051282053,1
0.0632455532033676,1.8620979159722495e-06,0.21544836930095168,0.3085102430471682,0.031627680134178965,0.363,0.3085492437885099,gp_A.10_l.05_bad,0.02,0.522051282051282,0.022051282051282053,1
0.2,0.0,0.2470823789233605,0.5108298881354862,-0.005429967772533856,0.46399999999999997,0.4891958058377748,gp_A.10_l.05_bad,0.02,0.522051282051282,0.022051282051282053,1
0.02,0.8415557564155297,0.07630435507331963,0.5305495213963026,-0.0015330257550789778,0.122,0.469574632522905,gp_A.10_l.05_bad,0.02,0.4755128205128205,0.02448717948717949,-1
0.0632455532033676,8.228542789823212e-05,0.19695704457324126,0.5017569753967507,-0.00027853964247362114,0.34,0.4982875409569779,gp_A.10_l.05_bad,0.02,0.4755128205128205,0.02448717948717949,-1
0.2,0.0,0.24186698386839223,0.4717570078185188,0.014170784509487423,0.456,0.4717818498847054,gp_A.10_l.05_bad,0.02,0.4755128205128205,0.02448717948717949,-1
0.02,0.9916911951433132,0.06619184026964649,0.3652703036048525,0.006888129841571174,0.10299999999999998,0.365396399780909,gp_A.10_l.05_bad,0.02,0.5244871794871795,0.02448717948717949,1
0.0632455532033676,0.008996318816985815,0.21598053003680143,0.3508614376674464,0.024222781490470566,0.386,0.35089522649713906,gp_A.10_l.05_bad,0.02,0.5244871794871795,0.02448717948717949,1
0.2,0.0,0.24933211005634115,0.5120997631204967,-0.006066851962244413,0.43899999999999995,0.4878719271194798,gp_A.10_l.05_bad,0.02,0.5244871794871795,0.02448717948717949,1
0.02,0.42074926696164505,0.08318142903268624,0.2961561826073267,0.010709762548391349,0.08,0.2962624992776153,gp_A.10_l.05_bad,0.02,0.47307692307692306,0.026923076923076925,-1
0.0632455532033676,3.02919349748354e-06,0.18921090219921777,0.503716448357064,-0.0005891885710364132,0.336,0.4963370273085746,gp_A.10_l.05_bad,0.02,0.47307692307692306,0.026923076923076925,-1
0.2,0.0,0.23807345389248138,0.4827102363334809,0.008670517290725804,0.461,0.4827327746511555,gp_A.10_l.05_bad,0.02,0.47307692307692306,0.026923076923076925,-1
0.02,0.995966808246572,0.06870188243216485,0.29062438237001936,0.011031231616447269,0.09199999999999997,0.29074083500887954,gp_A.10_l.05_bad,0.02,0.5269230769230769,0.026923076923076925,1
0.0632455532033676,0.010718495582073384,0.21659188022173725,0.29686175879813403,0.03373821206906427,0.30500000000000005,0.29689839158963843,gp_A.10_l.05_bad,0.02,0.5269230769230769,0.026923076923076925,1
0.2,0.0,0.2423722379348855,0.43606310589204306,0.032191668206180135,0.45599999999999996,0.4360978554102074,gp_A.10_l.05_bad,0.02,0.5269230769230769,0.026923076923076925,1
0.02,0.9958609790077213,0.07976670987355682,0.39988290852517594,0.005073003832365947,0.076,0.39975802514973824,gp_A.10_l.05_bad,0.02,0.4706410256410256,0.02935897435897436,-1
0.0632455532033676,2.4376584831453663e-05,0.19236133436863695,0.4899912069963368,0.0015868913915629225,0.333,0.48995012675136745,gp_A.10_l.05_bad,0.02,0.4706410256410256,0.02935897435897436,-1
0.2,0.0,0.2372048154706467,0.48932252724801595,0.005353530258763891,0.428,0.4892896794500187,gp_A.10_l.05_bad,0.02,0.4706410256410256,0.02935897435897436,-1
0.02,0.6026273871593784,0.060593932385362065,0.25609301549782976,0.013108752582008814,0.08199999999999996,0.25621306729786575,gp_A.10_l.05_bad,0.02,0.5293589743589744,0.02935897435897436,1
0.0632455532033676,0.09087016664882475,0.22238715112313495,0.3121442129341467,0.030976510607143407,0.30800000000000005,0.31217878164751744,gp_A.10_l.05_bad,0.02,0.5293589743589744,0.02935897435897436,1
0.2,0.0,0.24334965565099625,0.47958628220293564,0.010238390501800443,0.41900000000000004,0.47961222703147083,gp_A.10_l.05_bad,0.02,0.5293589743589744,0.02935897435897436,1
0.02,0.728741629685458,0.07833684813718099,0.445489128214546,0.0027413293726073528,0.04,0.44536887221687665,gp_A.10_l.05_bad,0.02,0.4682051282051282,0.031794871794871796,-1
0.0632455532033676,7.377271291297838e-05,0.18891389384876628,0.4628321193801694,0.005900889194677213,0.323,0.46277985670636795,gp_A.10_l.05_bad,0.02,0.4682051282051282,0.031794871794871796,-1
0.2,1.2096569222963538e-06,0.2296437237772315,0.4959332139394853,0.0020388194969075905,0.426,0.4958939278475655,gp_A.10_l.05_bad,0.02,0.4682051282051282,0.031794871794871796,-1
0.02,0.9517261201527425,0.0552518550681831,0.702500825945993,-0.010632136173287779,0.05500000000000005,0.2976326420762455,gp_A.10_l.05_bad,0.02,0.5317948717948718,0.031794871794871796,1
0.0632455532033676,0.09957856773566676,0.22257119008228438,0.24512739474710377,0.04363333708098239,0.31000000000000005,0.24519621103436293,gp_A.10_l.05_bad,0.02,0.5317948717948718,0.031794871794871796,1
0.2,0.0,0.24195996099461647,0.45564491030034115,0.022282355628656214,0.43400000000000005,0.45567346462563035,gp_A.10_l.05_bad,0.02,0.5317948717948718,0.031794871794871796,1
0.02,0.9639408800530403,0.07227603246273297,0.5183563330617681,-0.0009205750282393074,0.047,0.48156944264991725,gp_A.10_l.05_bad,0.02,0.46576923076923077,0.03423076923076923,-1
0.0632455532033676,1.5751162232180427e-05,0.19022068539959552,0.4383216141354909,0.00981734809649989,0.323,0.43835955140279587,gp_A.10_l.05_bad,0.02,0.46576923076923077,0.03423076923076923,-1
0.2,5.681630349418931e-06,0.24230721275212205,0.4712138754579213,0.014443768315069678,0.447,0.4712332150485691,gp_A.10_l.05_bad,0.02,0.46576923076923077,0.03423076923076923,-1
0.02,0.9710030360515314,0.05992067589831621,0.23355507245404578,0.014543781269217734,0.04300000000000004,0.23366618948422857,gp_A.10_l.05_bad,0.02,0.5342307692307693,0.03423076923076923,1
0.0632455532033676,0.9933961579905728,0.20593513944950773,0.32260664868060146,0.029119648427764086,0.263,0.3226497487549437,gp_A.10_l.05_bad,0.02,0.5342307692307693,0.03423076923076923,1
0.2,0.0,0.24864403455545403,0.4617520948990096,0.019204125521098,0.402,0.4617841503925853,gp_A.10_l.05_bad,0.02,0.5342307692307693,0.03423076923076923,1
0.02,0.991835569769438,0.06870064337961923,0.4900097856912199,0.0005008874293417988,0.027,0.4901360410621301,gp_A.10_l.05_bad,0.02,0.4633333333333333,0.03666666666666667,-1
0.0632455532033676,4.8703098182278914e-05,0.17479317266506322,0.4700100811606843,0.004758881338245683,0.302,0.469948706874889,gp_A.10_l.05_bad,0.02,0.4633333333333333,0.03666666666666667,-1
0.2,2.7231857544496307e-06,0.23033374953299598,0.5128709878277293,-0.006453676207398668,0.435,0.487157740011389,gp_A.10_l.05_bad,0.02,0.4633333333333333,0.03666666666666667,-1
0.02,0.9866086748231512,0.05621925407429889,0.78231172733218,-0.015600486908833882,0.038000000000000034,0.21780343848605874,gp_A.10_l.05_bad,0.02,0.5366666666666666,0.03666666666666667,1
0.0632455532033676,0.5867167764654773,0.2188456973003836,0.2670212589215137,0.03932905369677293,0.30500000000000005,0.26706068098317237,gp_A.10_l.05_bad,0.02,0.5366666666666666,0.03666666666666667,1
0.2,0.0,0.25056836243531355,0.4405019469505366,0.029939344552695715,0.41900000000000004,0.4404735394631212,gp_A.10_l.05_bad,0.02,0.5366666666666666,0.03666666666666667,1
0.02,1.0,0.07203588056281454,0.431653395996399,0.0034433259733480564,0.038,0.4317783643802764,gp_A.10_l.05_bad,0.02,0.4608974358974359,0.0391025641025641,-1
0.0632455532033676,0.000563270911369651,0.19237207765635356,0.43108692366430185,0.010979909624683004,0.248,0.4311208666491932,gp_A.10_l.05_bad,0.02,0.4608974358974359,0.0391025641025641,-1
0.2,0.0,0.2363612821443831,0.4844236493195356,0.007810809283928609,0.438,0.4843970650565342,gp_A.10_l.05_bad,0.02,0.4608974358974359,0.0391025641025641,-1
0.02,0.9963020758199967,0.04790475049824006,0.22033290874941625,0.015421387309952872,0.027000000000000024,0.22046824580622523,gp_A.10_l.05_bad,0.02,0.5391025641025641,0.0391025641025641,1
0.0632455532033676,0.033893487511025056,0.21572694672773463,0.24098190138138045,0.0444709556882987,0.28800000000000003,0.2410188660994452,gp_A.10_l.05_bad,0.02,0.5391025641025641,0.0391025641025641,1
0.2,0.0,0.24327521077589237,0.4320122259350596,0.034250697455152294,0.42900000000000005,0.43204275352522253,gp_A.10_l.05_bad,0.02,0.5391025641025641,0.0391025641025641,1
0.02,0.9919706384949745,0.07628780476993041,0.3909750477235219,0.0055355724884518336,0.023,0.3910918679799873,gp_A.10_l.05_bad,0.02,0.4584615384615385,0.04153846153846154,-1
0.0632455532033676,0.5720464486795405,0.1811392830090415,0.4157893579070255,0.013450890076139744,0.259,0.4158435412945758,gp_A.10_l.05_bad,0.02,0.4584615384615385,0.04153846153846154,-1
0.2,3.799222011591219e-05,0.23418387956645584,0.48840072554569863,0.005815833401322564,0.393,0.48837321735728306,gp_A.10_l.05_bad,0.02,0.4584615384615385,0.04153846153846154,-1
0.02,0.9964629942169498,0.0546013826845356,0.14587876759773846,0.021085477973791577,0.02400000000000002,0.14598191208052128,gp_A.10_l.05_bad,0.02,0.5415384615384615,0.04153846153846154,1
0.0632455532033676,0.8647271373775216,0.21420063738288883,0.2509005934606104,0.042479407422344094,0.254,0.25094096204674904,gp_A.10_l.05_bad,0.02,0.5415384615384615,0.04153846153846154,1
0.2,0.0,0.24853164284180296,0.4661690723284193,0.016980691090168042,0.389,0.4661930024227897,gp_A.10_l.05_bad,0.02,0.5415384615384615,0.04153846153846154,1
0.02,0.9950743939603246,0.06220539854208834,0.4045499709223169,0.004831746565883672,0.016,0.4044181887558528,gp_A.10_l.05_bad,0.02,0.456025641025641,0.043974358974358974,-1
0.0632455532033676,0.10724481536583585,0.17873749292799723,0.379332156902737,0.019431263577292655,0.245,0.3793841443110157,gp_A.10_l.05_bad,0.02,0.456025641025641,0.043974358974358974,-1
0.2,9.82828597151375e-06,0.23435928134752398,0.48471075156764754,0.007666769769072979,0.43,0.48468354682199205,gp_A.10_l.05_bad,0.02,0.456025641025641,0.043974358974358974,-1
0.02,0.9597575548495092,0.04238729482851619,0.17773076534307608,0.018480952106381936,0.016000000000000014,0.1778498500189743,gp_A.10_l.05_bad,0.02,0.543974358974359,0.043974358974358974,1
0.0632455532033676,0.9237108618823118,0.22139070982078896,0.22201663815358322,0.04840815881662734,0.245,0.2220459307973525,gp_A.10_l.05_bad,0.02,0.543974358974359,0.043974358974358974,1
0.2,0.0,0.2435613548842707,0.5041716331891959,-0.0020913848545960918,0.42700000000000005,0.49579710860917175,gp_A.10_l.05_bad,0.02,0.543974358974359,0.043974358974358974,1
0.02,0.9950175596674057,0.06581294803472393,0.37411701041637097,0.006419376372528733,0.016,0.3739910573155653,gp_A.10_l.05_bad,0.02,0.4535897435897436,0.04641025641025641,-1
0.0632455532033676,0.007201348274747943,0.17444091539102335,0.36608486570661686,0.02164520466054326,0.255,0.36613295825064823,gp_A.10_l.05_bad,0.02,0.4535897435897436,0.04641025641025641,-1
0.2,0.0,0.23097075620334453,0.5029965751687548,-0.0015022741354491353,0.436,0.4970312198163543,gp_A.10_l.05_bad,0.02,0.4535897435897436,0.04641025641025641,-1
0.02,0.9925745042203731,0.03943390725698624,0.207524206615275,0.016300834973412684,0.01100000000000001,0.2076595182139795,gp_A.10_l.05_bad,0.02,0.5464102564102564,0.04641025641025641,1
0.0632455532033676,0.9395111489789782,0.21777564371615687,0.1826676826502287,0.05725274965042544,0.237,0.1827073392169037,gp_A.10_l.05_bad,0.02,0.5464102564102564,0.04641025641025641,1
0.2,0.0,0.24713271211292892,0.501900574740684,-0.000952810480792763,0.403,0.49812762761594626,gp_A.10_l.05_bad,0.02,0.5464102564102564,0.04641025641025641,1
0.02,0.993055071139923,0.06328040046180686,0.2640461239557612,0.012618417927611926,0.009,0.2641672772760724,gp_A.10_l.05_bad,0.02,0.4511538461538461,0.048846153846153845,-1
0.0632455532033676,0.019214394505157606,0.17810818312993187,0.3871031286947666,0.018143714766786858,0.222,0.38715184903446825,gp_A.10_l.05_bad,0.02,0.4511538461538461,0.048846153846153845,-1
0.2,0.0001811907948958691,0.2286877795804084,0.48036111441637686,0.00984945703591595,0.392,0.4803290826546813,gp_A.10_l.05_bad,0.02,0.4511538461538461,0.048846153846153845,-1
0.02,0.9982440167205379,0.01827631303906535,0.2987692321626365,0.010558872510476148,0.006000000000000005,0.2989471516103196,gp_A.10_l.05_bad,0.02,0.5488461538461539,0.048846153846153845,1
0.0632455532033676,0.9959141451786336,0.22023075490693791,0.20898521346900073,0.0512255692501883,0.21799999999999997,0.20901661465207896,gp_A.10_l.05_bad,0.02,0.5488461538461539,0.048846153846153845,1
0.2,0.0,0.2516326914377035,0.44089626460619197,0.029739450528092234,0.394,0.4409217028498261,gp_A.10_l.05_bad,0.02,0.5488461538461539,0.048846153846153845,1
0.02,0.9589439615858812,0.05243292130828045,0.33350341601207567,0.008605191439251737,0.002,0.3333639237903593,gp_A.10_l.05_bad,0.02,0.44871794871794873,0.05128205128205128,-1
0.0632455532033676,0.8994309138764337,0.17645769726538313,0.3526425640904474,0.023919204046704605,0.201,0.35269523011657034,gp_A.10_l.05_bad,0.02,0.44871794871794873,0.05128205128205128,-1
0.2,0.017270082523548225,0.2402953833471909,0.46371943898763446,0.018213519777405183,0.388,0.4637000714834947,gp_A.10_l.05_bad,0.02,0.44871794871794873,0.05128205128205128,-1
0.02,0.9972567625422074,0.02239589845287604,0.17505755875822798,0.018687320478240118,0.0030000000000000027,0.17519912742479965,gp_A.10_l.05_bad,0.02,0.5512820512820513,0.05128205128205128,1
0.0632455532033676,0.9959393507294944,0.21391319231844044,0.227226001996384,0.04730852873212713,0.18799999999999994,0.2272661880303016,gp_A.10_l.05_bad,0.02,0.5512820512820513,0.05128205128205128,1
0.2,0.0,0.2493636342838383,0.4694802407271311,0.01531529318107059,0.371,0.46950466929646917,gp_A.10_l.05_bad,0.02,0.5512820512820513,0.05128205128205128,1
0.02,0.9732371220995714,0.05500441442778972,0.6954146680951958,-0.010225152758929615,0.006,0.3047218173839479,gp_A.10_l.05_bad,0.02,0.4462820512820513,0.053717948717948716,-1
0.0632455532033676,0.17146880986832547,0.1803225183666689,0.3327429347212104,0.027344317870173076,0.192,0.3327945715733914,gp_A.10_l.05_bad,0.02,0.4462820512820513,0.053717948717948716,-1
0.2,0.00040548221216152314,0.23258281410393555,0.446583795443457,0.02685943402472565,0.353,0.44661032992379684,gp_A.10_l.05_bad,0.02,0.4462820512820513,0.053717948717948716,-1
0.02,0.9488081631756838,0.005747193441656612,0.259043445105818,0.012925944329360499,0.007000000000000006,0.25958684481913163,gp_A.10_l.05_bad,0.02,0.5537179487179487,0.053717948717948716,1
0.0632455532033676,0.9932256245797859,0.2013279557245729,0.2729197449853871,0.03820070912645921,0.19299999999999995,0.2729736947635372,gp_A.10_l.05_bad,0.02,0.5537179487179487,0.053717948717948716,1
0.2,0.0,0.24783615422560287,0.4554761865009192,0.022367469813392025,0.39,0.45550442535457736,gp_A.10_l.05_bad,0.02,0.5537179487179487,0.053717948717948716,1
0.02,0.9857963313965717,0.05323682065211163,0.21632663421820397,0.0156931888386606,0.004,0.21620734215722373,gp_A.10_l.05_bad,0.02,0.44384615384615383,0.05615384615384615,-1
0.0632455532033676,0.3307744087743444,0.17753842546529897,0.3412416623813959,0.02587228649611968,0.17,0.34129128225608435,gp_A.10_l.05_bad,0.02,0.44384615384615383,0.05615384615384615,-1
0.2,3.1282597943160795e-06,0.23049011812445827,0.4541537112707384,0.0230347454882927,0.379,0.4541767693075237,gp_A.10_l.05_bad,0.02,0.44384615384615383,0.05615384615384615,-1
0.02,0.9927074276923589,0.023660391596167066,0.05693464870841319,0.031620764545079734,0.0,0.057021364185676326,gp_A.10_l.05_bad,0.02,0.5561538461538461,0.05615384615384615,1
0.0632455532033676,0.8111658275358576,0.2302979112893301,0.16537913688155492,0.06151184514910733,0.18899999999999995,0.1653951184020641,gp_A.10_l.05_bad,0.02,0.5561538461538461,0.05615384615384615,1
0.2,0.0,0.24062686614620934,0.4190538054675567,0.04086293293268297,0.381,0.419083011539247,gp_A.10_l.05_bad,0.02,0.5561538461538461,0.05615384615384615,1
0.02,0.993754414637076,0.058271978973107985,0.18730097828969397,0.01775772444701432,0.0,0.1874080861733165,gp_A.10_l.05_bad,0.02,0.44141025641025644,0.05858974358974359,-1
0.0632455532033676,0.9680145184456156,0.16432678262942818,0.2750304505854222,0.03779989828179325,0.164,0.275082679996061,gp_A.10_l.05_bad,0.02,0.44141025641025644,0.05858974358974359,-1
0.2,4.37086785622931e-05,0.22995578837823732,0.4978684704000178,0.0010685955569567525,0.378,0.49784171940716376,gp_A.10_l.05_bad,0.02,0.44141025641025644,0.05858974358974359,-1
0.02,0.9931449323463313,0.0018117824494475604,0.19679692376497418,0.017062360826209984,0.0030000000000000027,0.197369013419303,gp_A.10_l.05_bad,0.02,0.5585897435897436,0.05858974358974359,1
0.0632455532033676,0.9741579502445373,0.22473182672198824,0.15093714384217938,0.0652961251798479,0.19599999999999995,0.15096562797439472,gp_A.10_l.05_bad,0.02,0.5585897435897436,0.05858974358974359,1
0.2,0.0,0.24926134801324643,0.43513665514716215,0.032662266843152106,0.399,0.43510413029826756,gp_A.10_l.05_bad,0.02,0.5585897435897436,0.05858974358974359,1
0.02,0.9602460995511853,0.05710913924804703,0.1830743778810686,0.018074216569270135,0.001,0.18318324958822157,gp_A.10_l.05_bad,0.02,0.438974358974359,0.06102564102564102,-1
0.0632455532033676,0.711641231794296,0.18229333149748292,0.3093574807103688,0.031475566532437424,0.145,0.30931121636183107,gp_A.10_l.05_bad,0.02,0.438974358974359,0.06102564102564102,-1
0.2,0.00040523540552794834,0.23346067477366747,0.44030025227324043,0.030041602502755817,0.384,0.44033046402175474,gp_A.10_l.05_bad,0.02,0.438974358974359,0.06102564102564102,-1
0.02,0.9251775619845347,0.002389040507041751,0.10990342936642858,0.024540837166067985,0.0,0.1103430994848849,gp_A.10_l.05_bad,0.02,0.561025641025641,0.06102564102564102,1
0.0632455532033676,0.9909351873280915,0.2150051040606366,0.19491093896398384,0.05438740851268648,0.15500000000000003,0.19494282938154114,gp_A.10_l.05_bad,0.02,0.561025641025641,0.06102564102564102,1
0.2,0.0,0.2478766355820901,0.43383428779899325,0.03332412209226369,0.376,0.4338040122965362,gp_A.10_l.05_bad,0.02,0.561025641025641,0.06102564102564102,1
0.02,0.9648459951377591,0.052157247920231964,0.0989307076611212,0.025753368156069094,0.001,0.09902390992663966,gp_A.10_l.05_bad,0.02,0.43653846153846154,0.06346153846153847,-1
0.0632455532033676,0.5304957449958438,0.16020928436033693,0.28409846870504213,0.03609480452031964,0.164,0.2841584410626884,gp_A.10_l.05_bad,0.02,0.43653846153846154,0.06346153846153847,-1
0.2,0.0003809799793732527,0.22765559698137272,0.4638367923984225,0.01815444383200894,0.382,0.4638663889139608,gp_A.10_l.05_bad,0.02,0.43653846153846154,0.06346153846153847,-1
0.02,0.9911048959825713,0.0010885126566571382,0.20158941047042134,0.016719149707552637,0.0,0.20295884576756687,gp_A.10_l.05_bad,0.02,0.5634615384615385,0.06346153846153847,1
0.0632455532033676,0.8396806758613301,0.21305322917617742,0.15646709297988368,0.0638200975306007,0.14700000000000002,0.15650439365797592,gp_A.10_l.05_bad,0.02,0.5634615384615385,0.06346153846153847,1
0.2,0.0,0.25005404269726234,0.4950079271747442,0.002502719493884818,0.377,0.49503953182393445,gp_A.10_l.05_bad,0.02,0.5634615384615385,0.06346153846153847,1
0.02,0.9980599318310728,0.04698048564287263,0.10606109214954416,0.024955024029674488,0.0,0.10616741672172601,gp_A.10_l.05_bad,0.02,0.4341025641025641,0.06589743589743591,-1
0.0632455532033676,0.9008912785265526,0.17280275815423454,0.24909972680806963,0.04283782610343336,0.171,0.24915475387131086,gp_A.10_l.05_bad,0.02,0.4341025641025641,0.06589743589743591,-1
0.2,0.007121027337735009,0.23815750705189642,0.47941470345220727,0.010324521065865216,0.382,0.4793961342612557,gp_A.10_l.05_bad,0.02,0.4341025641025641,0.06589743589743591,-1
0.02,0.998031873247211,0.009209793443709265,0.24153411880913866,0.014027525064585133,0.0,0.2417984928771823,gp_A.10_l.05_bad,0.02,0.5658974358974359,0.06589743589743591,1
0.0632455532033676,0.9865283969631073,0.20680677782167634,0.17364098841994896,0.05944287800070114,0.137,0.17368558282075644,gp_A.10_l.05_bad,0.02,0.5658974358974359,0.06589743589743591,1
0.2,0.0,0.247105712054088,0.4759770129708818,0.012050627250720454,0.394,0.47601558066100685,gp_A.10_l.05_bad,0.02,0.5658974358974359,0.06589743589743591,1
0.02,0.9966197208023481,0.03749176745635241,0.19564239100369082,0.01714579463193762,0.0,0.19578392531333272,gp_A.10_l.05_bad,0.02,0.43166666666666664,0.06833333333333334,-1
0.0632455532033676,0.9928487779314248,0.1615556815203023,0.2327883436929156,0.04614995884377387,0.14,0.2328385787452373,gp_A.10_l.05_bad,0.02,0.43166666666666664,0.06833333333333334,-1
0.2,0.0001616522049463498,0.22444222880113074,0.47169115555927305,0.014203881103051994,0.383,0.47172395347818113,gp_A.10_l.05_bad,0.02,0.43166666666666664,0.06833333333333334,-1
0.02,0.9955889748554755,0.009642988911291839,0.46455071182571955,0.001779508927820928,0.0010000000000000009,0.4646794909034267,gp_A.10_l.05_bad,0.02,0.5683333333333334,0.06833333333333334,1
0.0632455532033676,0.8505979680874851,0.19227883323320988,0.177213402543297,0.05856771591228322,0.14,0.17726828096228261,gp_A.10_l.05_bad,0.02,0.5683333333333334,0.06833333333333334,1
0.2,0.0,0.24251795462277173,0.4414864066677118,0.029440341387239135,0.35,0.44152227883266937,gp_A.10_l.05_bad,0.02,0.5683333333333334,0.06833333333333334,1
0.02,0.9459564327797637,0.03968984469159875,0.14327725317174703,0.021314211032001307,0.0,0.1433963098766289,gp_A.10_l.05_bad,0.02,0.4292307692307692,0.07076923076923078,-1
0.0632455532033676,0.9940486856064228,0.1508432112435475,0.2519170389628959,0.042277710112651135,0.126,0.2519765880088823,gp_A.10_l.05_bad,0.02,0.4292307692307692,0.07076923076923078,-1
0.2,0.019417496207862928,0.22783990217948263,0.46914658930466335,0.015483057752354246,0.329,0.46917466431854227,gp_A.10_l.05_bad,0.02,0.4292307692307692,0.07076923076923078,-1
0.02,0.9912803569630997,0.012019966185106083,0.3363305522567587,0.008449972489453008,0.0,0.3361417161210874,gp_A.10_l.05_bad,0.02,0.5707692307692308,0.07076923076923078,1
0.0632455532033676,0.7563514334750636,0.22305642076928833,0.11776503535557578,0.07502399863834384,0.124,0.11778757092563823,gp_A.10_l.05_bad,0.02,0.5707692307692308,0.07076923076923078,1
0.2,0.0,0.24829678393035504,0.43995798734134156,0.030215146686831347,0.367,0.43998915859005266,gp_A.10_l.05_bad,0.02,0.5707692307692308,0.07076923076923078,1
