n_scales,p_min,flag,delta_med,delta_cv,pi_hat,z_hat,delta_at_pmin,pi_true_max,detectable,abstain,model,idx,x1,x2,gated_side,dist
3,0.0002,True,0.279032016703153,0.0386894895210477,0.2994999997638969,1,0.2898276229894651,0.416,True,False,gated,139,0.6938710750194158,0.4716829949336866,False,0.0597135464137071
2,0.6918,False,0.1445037820701593,0.8534490600016059,0.2464577196641573,1,0.2678303990454672,0.041,False,False,gated,140,0.1170115161352212,0.1780868698431983,False,0.3295623725205609
2,0.001,True,0.267872826057467,,0.0860000002463785,1,0.267872826057467,0.081,True,False,gated,141,0.5086361462512705,0.2212425184241015,False,0.2286662848446729
2,0.0002,True,0.2729670642225285,0.0252339781273113,0.8780000017902463,0,0.2660790192944355,0.2069999999999999,True,False,gated,142,0.24266159405435,0.6620565679758319,True,0.1183577588535298
3,0.0002,True,0.2891181950244737,0.0443824885905685,0.663,0,0.297672008740957,0.3359999999999999,True,False,gated,143,0.1864465439695012,0.5776750739379947,True,0.0170061587584227
2,0.0048,True,0.1458644031504467,0.8333745861302913,0.7112741728600274,0,0.2674240897579255,0.0769999999999999,True,False,gated,144,0.4841687858523897,0.7926116809674648,True,0.2442608738313955
2,0.729,False,0.0038630383568612,,0.6773882196222161,0,,0.011,False,False,gated,145,0.9291886561423854,0.957387313764004,True,0.4628362574509183
2,0.709,False,0.0036720277996161,,0.3412378586897088,1,0.0036720277996161,0.013,False,False,gated,146,0.7996856829032296,0.9335304620978182,True,0.3871635056925545
2,0.441,False,0.1357986622244539,0.8787135769008828,0.2668053234630447,1,0.2551267904469374,0.05,True,False,gated,147,0.1572376943620091,0.1346079507626293,False,0.3442745174749949
2,0.0004,True,0.1364798538769184,0.9682029079500866,0.3161510200800489,0,0.268620045278122,0.101,True,False,gated,148,0.41455949419394,0.2459945246017738,False,0.1770700240054494
2,0.0002,True,0.2836024766360414,0.0372028932343381,0.3440000081876058,1,0.2941533092953631,0.46,True,False,gated,149,0.59967621831854,0.4984250934969599,False,0.0688898987163689
3,0.0002,True,0.2717611905514402,0.7035889592918622,0.6420005426843641,0,0.2957471590534661,0.369,True,False,gated,150,0.9686527094711536,0.5638811842733716,True,0.0711579814755054
2,0.0002,True,0.2664397806355568,,0.2070000353386551,1,0.2664397806355568,0.23,True,False,gated,151,0.1802677115729252,0.3428939634396283,False,0.1615173482288555
3,0.1114,False,0.0207572967863037,1.196096411604458,0.7752177267757683,0,0.2592883176712452,0.057,True,False,gated,152,0.3701486987870347,0.8329898966534776,True,0.3312419399507766
2,0.059,False,0.146929391671785,0.8007030093072652,0.071556796942027,1,0.2645761977398699,0.064,True,False,gated,153,0.2734238536690028,0.1654148215199194,False,0.2695982148788781
2,0.971,False,0.1386920488159847,0.8567969278243871,0.2635393005880592,1,0.0198611274759222,0.02,False,False,gated,154,0.0406099893876781,0.0780179204379119,False,0.423931653347107
